"chain.3.person" "chain.3.q1" "chain.3.q2" "chain.3.q3" "chain.3.q4" "chain.3.q5" "chain.3.q6" "chain.3.q7" "chain.3.q8" "chain.3.q9" "chain.3.q10" "chain.3.q11" "chain.3.q12" "chain.3.ed" "chain.3.marital" "chain.3.working" "chain.3.age" "chain.3.age2" "chain.3.race" "chain.3.eth" "chain.3.children" "chain.3.income" "chain.3.inc.ed" "chain.3.gender" "chain.3.victim" "chain.3.yrs.in.nbh" "chain.3.zip" "chain.3.n.sid" "chain.3.missing_q1" "chain.3.missing_q2" "chain.3.missing_q3" "chain.3.missing_q4" "chain.3.missing_q5" "chain.3.missing_q6" "chain.3.missing_q7" "chain.3.missing_q8" "chain.3.missing_q9" "chain.3.missing_q10" "chain.3.missing_q11" "chain.3.missing_q12" "chain.3.missing_ed" "chain.3.missing_marital" "chain.3.missing_working" "chain.3.missing_age" "chain.3.missing_age2" "chain.3.missing_race" "chain.3.missing_eth" "chain.3.missing_children" "chain.3.missing_income" "chain.3.missing_inc.ed" "chain.3.missing_gender" "chain.3.missing_victim"
"27" 27 2 3 3 3 3 2 2 "3" 3 "2" "1" 3 "Some college" "Single-never married" "Working full-time" 23 529 "Black or African American" "Not Hispanic or Latino" 0 "Less than $10,000" "0" "Female" "No" 0 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"28" 28 4 3 2 3 2 3 1 "1" 1 "1" "1" 1 "High school diploma" "Single-never married" "Working full-time" 54 2916 "Black or African American" "Not Hispanic or Latino" 1 "Between $25,001 and $40,000" "0" "Female" "No" 6 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"29" 29 1 3 1 3 3 1 2 "1" 1 "1" "1" 5 "Some college" "Married" "Working full-time" 53 2809 "Black or African American" "Not Hispanic or Latino" 1 "Less than $10,000" "0" "Female" "No" 16 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"30" 30 2 4 1 4 4 1 4 "1" 2 "1" "1" 2 "Some college" "Single-never married" "Part-time" 27 729 "Black or African American" "Not Hispanic or Latino" 0 "Between $25,001 and $40,000" "0" "Male" "No" 15 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"31" 31 2 3 3 3 2 3 3 "1" 5 "1" "1" 2 "Some college" "Married" "Working full-time" 57 3249 "Black or African American" "Not Hispanic or Latino" 1 "Between $40,001 and $60,000" "0" "Male" "No" 23 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"32" 32.0000000000002 2 2 5 2 5 5 3 "2" 3 "3" "2" 5 "Some college" "Single-never married" "Part-time" 23 529 "Black or African American" "Not Hispanic or Latino" 3 "Between $25,001 and $40,000" "0" "Female" "No" 0 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"33" 33 2 3 2 2 3 2 1 "1" 1 "1" "1" 2 "High school diploma" "Single-never married" "Not working" 29 841 "Black or African American" "Not Hispanic or Latino" 2 "dontknow" "0" "Male" "No" 3 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"34" 34 2 3 2 3 3 2 3 "2" 2 "2" "2" 2 "Associates degree" "Single-never married" "Working full-time" 49 2401 "Black or African American" "Not Hispanic or Latino" 0 "Between $40,001 and $60,000" "0" "Female" "No" 12 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE
"35" 35 2 2 3 3 3 2 4 "4" 2 "2" "2" 2 "Some college" "Single-never married" "Retired" 69 4761 "White" "Not Hispanic or Latino" -1.15283766639022 "Between $10,001 and $25,000" "0" "Male" "Yes" 1 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"36" 36 3 2 3 2 2 3 3 "3" 3 "3" "3" 3 "Some middle school or high school" "Married" "Part-time" 31 961 "Something else" "Not Hispanic or Latino" 3 "Between $10,001 and $25,000" "0" "Female" "Yes" 3 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"37" 37 2 3 2 3 5 3 3 "3" 3 "3" "3" 5 "Some middle school or high school" "Divorced" "Other" 60 3600 "White" "Not Hispanic or Latino" 0 "Less than $10,000" "0" "Male" "No" 8 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"38" 38 2 3 5 3 5 2 5 "2" 2 "2" "2" 2 "Some middle school or high school" "Separated" "Other" 57 3249 "Black or African American" "Not Hispanic or Latino" -0.490772141248511 "Less than $10,000" "0" "Female" "No" 0 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"39" 39 2 2 2 3 3 2 2 "1" 2 "2" "1" 1 "Associates degree" "Widowed" "Working full-time" 73 5329 "American Indian or Alaskan Native" "Not Hispanic or Latino" 3 "Between $25,001 and $40,000" "0" "Female" "No" 0 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"40" 40 2 3 5 3 5 5 5 "1" 5 "1" "1" 1 "Some college" "Single-never married" "Not working" 33 1089 "Black or African American" "Not Hispanic or Latino" 1.27466678940306 "Between $10,001 and $25,000" "0" "Male" "No" 0 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"41" 41 3 3 5 3 5 2 3 "3" 3 "3" "3" 3 "High school diploma" "Single-never married" "Working full-time" 61 3721 "White" "Not Hispanic or Latino" 1.34100568625228 "Between $40,001 and $60,000" "0" "Male" "No" 13 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"42" 42 2 3 2 3 5 2 3 "2" 5 "2" "2" 2 "Some middle school or high school" "Married" "Retired" 68 4624 "White" "Not Hispanic or Latino" 0 "Between $10,001 and $25,000" "0" "Male" "Yes" 20 "21223" 188 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"43" 43 2 2 3 3 2 2 1 "1" 1 "1" "1" 1 "Some middle school or high school" "Single-never married" "Not working" 50 2500 "Black or African American" "Not Hispanic or Latino" 0 "dontknow" "0" "Female" "No" 0 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"44" 44 2 2 3 2 3 2 4 "4" 4 "4" "4" 4 "High school diploma" "Single-never married" "Part-time" 28 784 "Black or African American" "Not Hispanic or Latino" 2 "Less than $10,000" "0" "Female" "No" 5 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"45" 45 2 2 5 2 3 2 3 "1" 5 "2" "2" 3 "High school diploma" "Single-never married" "Part-time" 53 2809 "Black or African American" "Not Hispanic or Latino" 1 "Between $10,001 and $25,000" "0" "Female" "No" 3 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"46" 46 2 1 2 3 3 2 3 "2" 2 "2" "2" 1 "Some middle school or high school" "Single-never married" "Not working" 26 676 "Black or African American" "Not Hispanic or Latino" 2 "Less than $10,000" "0" "Female" "No" 2 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"47" 47 2 2 2 2 3 2 2 "2" 2 "2" "2" 3 "Some college" "Single-never married" "Not working" 26 676 "Black or African American" "Not Hispanic or Latino" 4 "Less than $10,000" "0" "Female" "No" 0 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"48" 48 2 3 3 2 2 2 5 "2" 2 "2" "2" 2 "Some college" "Single-never married" "Not working" 28 784 "Black or African American" "Not Hispanic or Latino" 2 "Less than $10,000" "0" "Female" "No" 0 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"49" 49 2 3 5 3 5 2 5 "2" 5 "2" "2" 2 "Some college" "Single-never married" "Working full-time" 34 1156 "Black or African American" "Not Hispanic or Latino" 5 "Less than $10,000" "0" "Female" "No" 6 "21217" 189 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"50" 50 4 1 4 2 5 5 4 "2" 2 "2" "4" 2 "High school diploma" "Married" "Not working" 28 784 "White" "Hispanic or Latino" 2 "Between $60,001 and $80,000" "0" "Female" "No" 0 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"51" 51 2 2 2 3 2 2 3 "2" 2 "2" "2" 2 "High school diploma" "Single-never married" "Working full-time" 40 1600 "Something else" "Hispanic or Latino" 5 "Between $10,001 and $25,000" "0" "Female" "No" 2 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"52" 52 2 3 2 3 2 1 5 "5" 1 "2" "2" 2 "Bachelors degree" "Single-never married" "Working full-time" 29 841 "White" "Not Hispanic or Latino" 0 "Between $60,001 and $80,000" "0" "Female" "No" 0 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"53" 53 2 2 2 3 2 2 3 "2" 3 "3" "4" 3 "Masters graduate or professional degree" "Single-never married" "Working full-time" 35 1225 "White" "Not Hispanic or Latino" 0 "More than $100,000" "0" "Male" "No" 3 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"54" 54 2 3 5 4 2 1 2 "1" 5 "1" "1" 1 "Some college" "Single-never married" "Part-time" 34 1156 "Something else" "Hispanic or Latino" 2 "Refused" "3" "Female" "No" 5 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"55" 55 2 3 2 3 3 2 2 "2" 2 "2" "2" 2 "Some middle school or high school" "Single-never married" "Part-time" 25 625 "Something else" "Hispanic or Latino" 1 "Less than $10,000" "0" "Female" "No" 0 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"56" 56 2 3 2 3 3 2 3 "2" 2 "3" "2" 2 "Some middle school or high school" "Single-never married" "Working full-time" 28 784 "Something else" "Hispanic or Latino" 3 "dontknow" "0" "Male" "Yes" 2 "21224" 190 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"57" 57 2 2 2 2 2 3 4 "3" 4 "3" "3" 1 "Bachelors degree" "Single-never married" "Working full-time" 35 1225 "White" "Not Hispanic or Latino" 0 "Between $40,001 and $60,000" "0" "Male" "No" 0 "21230" 191 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"58" 57.9999999999998 2 2 2 3 5 2 3 "2" 2 "2" "2" 5 "High school diploma" "Single-never married" "Working full-time" 37 1369 "White" "Not Hispanic or Latino" 1 "Between $10,001 and $25,000" "0" "Male" "No" 2 "21230" 191 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"59" 59 2 3 2 3 2 2 2 "1" 3 "1" "2" 2 "Masters graduate or professional degree" "Single-never married" "Working full-time" 45 2025 "White" "Not Hispanic or Latino" 0.147870698106532 "Between $60,001 and $80,000" "0" "Female" "No" 1 "21230" 191 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"60" 60 2 3 2 2 2 2 1 "1" 1 "1" "1" 2 "Bachelors degree" "Single-never married" "Working full-time" 55 3025 "White" "Not Hispanic or Latino" -1.32574256887492 "Between $80,001 and $100,000" "0" "Female" "No" 14 "21230" 191 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
